Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
NC_033399.1,genomic DNA,162316,Gossypium nelsonii,559773-1,Malvaceae,Gossypium,nelsonii,,False,Gossypium nelsonii
NC_033400.1,genomic DNA,160068,Gossypium harknessii subsp. armourianum,112680-2,Malvaceae,Gossypium,harknessii,armourianum,False,Gossypium armourianum
NC_034847.1,genomic DNA,152265,Linochilus alveolatus,77203457-1,Asteraceae,Linochilus,alveolatus,,False,Diplostephium alveolatum
NC_034849.1,genomic DNA,151723,Oritrophium peruvianum,176325-2,Asteraceae,Oritrophium,peruvianum,,False,Oritrophium peruvianum
NC_034850.1,genomic DNA,152169,Linochilus cinerascens,77203465-1,Asteraceae,Linochilus,cinerascens,,False,Diplostephium cinerascens
NC_034851.1,genomic DNA,150784,Soliva sessilis,330243-2,Asteraceae,Soliva,sessilis,,False,Soliva sessilis
NC_034852.1,genomic DNA,153239,Baccharis genistelloides,183309-1,Asteraceae,Baccharis,genistelloides,,True,Baccharis genistelloides
NC_034853.1,genomic DNA,151974,Diplostephium barclayanum,81767-2,Asteraceae,Diplostephium,barclayanum,,False,Diplostephium barclayanum
NC_034854.1,genomic DNA,151400,Diplostephium glandulosum,81806-2,Asteraceae,Diplostephium,glandulosum,,False,Diplostephium glandulosum
NC_067938.1,genomic DNA,148090,Phalaenopsis deliciosa,650526-1,Orchidaceae,Phalaenopsis,deliciosa,,False,Phalaenopsis deliciosa
NC_067939.1,genomic DNA,151367,Dendrobium hainanense,627579-1,Orchidaceae,Dendrobium,hainanense,,True,Dendrobium hainanense
NC_067940.1,genomic DNA,159644,Dendrobium christyanum,627084-1,Orchidaceae,Dendrobium,christyanum,,False,Dendrobium sinense
NC_067397.1,genomic DNA,156198,Tamarix arceuthoides,828057-1,Tamaricaceae,Tamarix,arceuthoides,,False,Tamarix arceuthoides
NC_067942.1,genomic DNA,156172,Tamarix ramosissima,828206-1,Tamaricaceae,Tamarix,ramosissima,,False,Tamarix ramosissima
NC_039959.1,genomic DNA,154380,Ricotia davisiana,288592-1,Brassicaceae,Ricotia,davisiana,,False,Ricotia davisiana
NC_039960.1,genomic DNA,153759,Ricotia isatoides,288593-1,Brassicaceae,Ricotia,isatoides,,False,Ricotia isatoides
NC_057139.1,genomic DNA,147145,Angelica anomala,837557-1,Apiaceae,Angelica,anomala,,False,Angelica anomala
NC_057140.1,genomic DNA,163618,Hansenia forbesii,77091718-1,Apiaceae,Hansenia,forbesii,,False,Angelica tsinlingensis
NC_057141.1,genomic DNA,152858,Angelica morii,837704-1,Apiaceae,Angelica,morii,,False,Angelica morii
NC_057145.1,genomic DNA,153978,Sesbania cannabina,518447-1,Fabaceae,Sesbania,cannabina,,False,Sesbania cannabina
NC_057148.1,genomic DNA,170553,Daphne retusa,831343-1,Thymelaeaceae,Daphne,retusa,,False,Daphne retusa
NC_042454.1,genomic DNA,163562,Ligustrum japonicum,610001-1,Oleaceae,Ligustrum,japonicum,,False,Ligustrum japonicum
NC_046822.1,genomic DNA,151782,Thymus japonicus,461293-1,Lamiaceae,Thymus,japonicus,,False,Thymus japonicus
NC_046853.1,genomic DNA,152907,Pedicularis muscicola,807374-1,Orobanchaceae,Pedicularis,muscicola,,False,Pedicularis muscicola
NC_046695.1,genomic DNA,161515,Rheum tanguticum,696803-1,Polygonaceae,Rheum,tanguticum,,False,Rheum tanguticum
NC_046817.1,genomic DNA,159279,Epipactis thunbergii,633350-1,Orchidaceae,Epipactis,thunbergii,,False,Epipactis thunbergii
NC_049055.1,genomic DNA,148196,Ligusticopsis likiangensis,982369-1,Apiaceae,Ligusticopsis,likiangensis,,False,Ligusticum likiangense
NC_049056.1,genomic DNA,146443,Conioselinum pteridophyllum,77221689-1,Apiaceae,Conioselinum,pteridophyllum,,False,Ligusticum pteridophyllum
NC_049057.1,genomic DNA,148107,Ligusticopsis scapiformis,844326-1,Apiaceae,Ligusticopsis,scapiformis,,False,Ligusticum scapiforme
NC_049058.1,genomic DNA,147462,Ligusticum thomsonii,844635-1,Apiaceae,Ligusticum,thomsonii,,False,Ligusticum thomsonii
NC_049060.1,genomic DNA,160141,Rhus integrifolia,30247297-2,Anacardiaceae,Rhus,integrifolia,,False,Rhus integrifolia
NC_049062.1,genomic DNA,161122,Tongoloa silaifolia,849429-1,Apiaceae,Tongoloa,silaifolia,,False,Tongoloa silaifolia
NC_049684.1,genomic DNA,152694,Noccaea vesicaria,77148301-1,Brassicaceae,Noccaea,vesicaria,,False,Noccaea vesicaria
NC_049685.1,genomic DNA,154263,Ochthodium aegyptiacum,1080208-2,Brassicaceae,Ochthodium,aegyptiacum,,False,Ochthodium aegyptiacum
NC_049686.1,genomic DNA,154630,Oreophyton falcatum,287876-1,Brassicaceae,Oreophyton,falcatum,,False,Oreophyton falcatum
NC_049687.1,genomic DNA,153135,Orychophragmus violaceus,1075897-2,Brassicaceae,Orychophragmus,violaceus,,False,Orychophragmus violaceus
NC_049574.1,genomic DNA,151598,Alyssum alyssoides,277314-1,Brassicaceae,Alyssum,alyssoides,,False,Alyssum alyssoides
NC_049679.1,genomic DNA,154065,Menonvillea spathulata,157321-2,Brassicaceae,Menonvillea,spathulata,,False,Menonvillea spathulata
NC_049636.1,genomic DNA,153657,Eutrema integrifolium,284343-1,Brassicaceae,Eutrema,integrifolium,,False,Eutrema integrifolium
NC_049671.1,genomic DNA,154766,Malcolmia maritima,286774-1,Brassicaceae,Malcolmia,maritima,,False,Malcolmia maritima
NC_049879.1,genomic DNA,151271,Gentianopsis grandis,369381-1,Gentianaceae,Gentianopsis,grandis,,False,Gentianopsis grandis
NC_049884.1,genomic DNA,156698,Cheirodendron bastardianum,948123-1,Araliaceae,Cheirodendron,bastardianum,,False,Cheirodendron bastardianum
NC_049885.1,genomic DNA,158129,Pennantia cunninghamii,608195-1,Pennantiaceae,Pennantia,cunninghamii,,False,Pennantia cunninghamii
NC_060440.1,genomic DNA,159909,Cotoneaster coriaceus,722459-1,Rosaceae,Cotoneaster,coriaceus,,False,Cotoneaster coriaceus
NC_060862.1,genomic DNA,197317,Corydalis impatiens,672290-1,Papaveraceae,Corydalis,impatiens,,False,Corydalis impatiens
NC_050853.1,genomic DNA,161489,Saururus chinensis,684080-1,Saururaceae,Saururus,chinensis,,False,Saururus chinensis
NC_050857.1,genomic DNA,140595,Lophatherum gracile,407535-1,Poaceae,Lophatherum,gracile,,False,Lophatherum gracile
NC_050858.1,genomic DNA,160093,Coelogyne barbata,623773-1,Orchidaceae,Coelogyne,barbata,,False,Coelogyne barbata
NC_050859.1,genomic DNA,160114,Coelogyne articulata,623769-1,Orchidaceae,Coelogyne,articulata,,False,Pholidota articulata
NC_050860.1,genomic DNA,122318,Oxytropis splendens,511886-1,Fabaceae,Oxytropis,splendens,,False,Oxytropis splendens
NC_037087.1,genomic DNA,141050,Tripsacum dactyloides,424990-1,Poaceae,Tripsacum,dactyloides,,False,Tripsacum dactyloides
NC_033411.1,genomic DNA,154999,Aletris spicata,429565-1,Nartheciaceae,Aletris,spicata,,False,Aletris spicata
NC_033412.1,genomic DNA,154440,Aletris foliata,527495-1,Nartheciaceae,Aletris,foliata,,False,Aletris fauriei
NC_034855.1,genomic DNA,152252,Baccharis aliena,77076537-1,Asteraceae,Baccharis,aliena,,False,Heterothalamus alienus
NC_034856.1,genomic DNA,152110,Diplostephium callilepis,81772-2,Asteraceae,Diplostephium,callilepis,,False,Diplostephium callilepis
NC_034857.1,genomic DNA,151768,Linochilus floribundus,230909-1,Asteraceae,Linochilus,floribundus,,False,Diplostephium floribundum
NC_034859.1,genomic DNA,152186,Linochilus rhomboidalis,77203502-1,Asteraceae,Linochilus,rhomboidalis,,False,Diplostephium rhomboidale
NC_034860.1,genomic DNA,151911,Linochilus tenuifolius,77203511-1,Asteraceae,Linochilus,tenuifolius,,False,Diplostephium tenuifolium
NC_034861.1,genomic DNA,152314,Linochilus colombianus,77203467-1,Asteraceae,Linochilus,colombianus,,False,Diplostephium colombianum
NC_034862.1,genomic DNA,151662,Diplostephium gynoxyoides,81814-2,Asteraceae,Diplostephium,gynoxyoides,,False,Diplostephium gynoxyoides
NC_023544.1,genomic DNA,155031,Cucumis hystrix,292213-1,Cucurbitaceae,Cucumis,hystrix,,False,Cucumis hystrix
NC_024060.1,genomic DNA,162891,Hirtella racemosa,725607-1,Chrysobalanaceae,Hirtella,racemosa,,True,Hirtella racemosa
NC_024061.1,genomic DNA,162775,Chrysobalanus icaco,722181-1,Chrysobalanaceae,Chrysobalanus,icaco,,False,Chrysobalanus icaco
NC_024062.1,genomic DNA,162833,Hymenopus heteromorphus,77156960-1,Chrysobalanaceae,Hymenopus,heteromorphus,,False,Licania heteromorpha
NC_067946.1,genomic DNA,152457,Gypsophila huashanensis,975630-1,Caryophyllaceae,Gypsophila,huashanensis,,False,Gypsophila huashanensis
NC_067947.1,genomic DNA,151148,Elsholtzia ciliata,90101-2,Lamiaceae,Elsholtzia,ciliata,,False,Elsholtzia ciliata
NC_067948.1,genomic DNA,151337,Elsholtzia angustifolia,446613-1,Lamiaceae,Elsholtzia,angustifolia,,False,Elsholtzia angustifolia
NC_067950.1,genomic DNA,106446,Zygophyllum simplex,873693-1,Zygophyllaceae,Zygophyllum,simplex,,False,Tetraena simplex
NC_039392.1,genomic DNA,143380,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,False,Isoetes cangae
NC_039393.1,genomic DNA,143380,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,False,Isoetes serracarajensis
NC_039395.1,genomic DNA,159095,Plinia cauliflora,203847-2,Myrtaceae,Plinia,cauliflora,,False,Plinia cauliflora
NC_057151.1,genomic DNA,158020,Ilex kwangtungensis,83421-1,Aquifoliaceae,Ilex,kwangtungensis,,False,Ilex kwangtungensis
NC_057152.1,genomic DNA,157706,Ilex triflora,83816-1,Aquifoliaceae,Ilex,triflora,,True,Ilex triflora
NC_057153.1,genomic DNA,157536,Ilex ficoidea,83292-1,Aquifoliaceae,Ilex,ficoidea,,False,Ilex ficoidea
NC_057156.1,genomic DNA,157215,Ilex cinerea,83158-1,Aquifoliaceae,Ilex,cinerea,,False,Ilex cinerea
NC_057157.1,genomic DNA,157468,Ilex championii,83145-1,Aquifoliaceae,Ilex,championii,,False,Ilex championii
NC_057158.1,genomic DNA,157119,Ilex graciliflora,83338-1,Aquifoliaceae,Ilex,graciliflora,,False,Ilex graciliflora
NC_057159.1,genomic DNA,157842,Ilex memecylifolia,83509-1,Aquifoliaceae,Ilex,memecylifolia,,False,Ilex memecylifolia
NC_057160.1,genomic DNA,157665,Ilex chapaensis,83146-1,Aquifoliaceae,Ilex,chapaensis,,False,Ilex chapaensis
NC_046827.1,genomic DNA,151865,Leucanthemum maximum,230047-1,Asteraceae,Leucanthemum,maximum,,False,Leucanthemum maximum
NC_046828.1,genomic DNA,150356,Cosmos bipinnatus,198320-1,Asteraceae,Cosmos,bipinnatus,,False,Cosmos bipinnatus
NC_046766.1,genomic DNA,160182,Aristolochia manshuriensis,93111-1,Aristolochiaceae,Aristolochia,manshuriensis,,False,Aristolochia manshuriensis
NC_049614.1,genomic DNA,153587,Cakile maritima,30179231-2,Brassicaceae,Cakile,maritima,,False,Cakile maritima
NC_049577.1,genomic DNA,149999,Alyssum dasycarpum,277443-1,Brassicaceae,Alyssum,dasycarpum,,False,Alyssum dasycarpum
NC_049654.1,genomic DNA,150033,Dvorakia alaica,77205300-1,Brassicaceae,Dvorakia,alaica,,False,Iskandera alaica
NC_049589.1,genomic DNA,154260,Moriera spinosa,287171-1,Brassicaceae,Moriera,spinosa,,False,Moriera spinosa
NC_049615.1,genomic DNA,153445,Conringia orientalis,60455373-2,Brassicaceae,Conringia,orientalis,,False,Conringia orientalis
NC_049669.1,genomic DNA,154132,Menonvillea linearis,287058-1,Brassicaceae,Menonvillea,linearis,,False,Menonvillea linearis
NC_049681.1,genomic DNA,152401,Notoceras bicorne,287811-1,Brassicaceae,Notoceras,bicorne,,False,Notoceras bicorne
NC_049651.1,genomic DNA,154136,Heliophila pusilla,284749-1,Brassicaceae,Heliophila,pusilla,,False,Heliophila pusilla
NC_049886.1,genomic DNA,156664,Raukaua anomalus,997419-1,Araliaceae,Raukaua,anomalus,,False,Raukaua anomalus
NC_049887.1,genomic DNA,156748,Raukaua edgerleyi,997431-1,Araliaceae,Raukaua,edgerleyi,,False,Raukaua edgerleyi
NC_049889.1,genomic DNA,156675,Heptapleurum actinophyllum,77213393-1,Araliaceae,Heptapleurum,actinophyllum,,False,Schefflera actinophylla
NC_049891.1,genomic DNA,153621,Brassica rapa,279485-1,Brassicaceae,Brassica,rapa,,False,Brassica rapa
NC_060382.1,genomic DNA,184157,Carex agglomerata,298454-1,Cyperaceae,Carex,agglomerata,,True,Carex agglomerata
NC_060470.1,genomic DNA,152518,Centaurea stoebe subsp. stoebe,77179784-1,Asteraceae,Centaurea,stoebe,stoebe,True,Centaurea maculosa
NC_060363.1,genomic DNA,175130,Gyrinops walla,832000-1,Thymelaeaceae,Gyrinops,walla,,False,Gyrinops walla
NC_060679.1,genomic DNA,151310,Rhodiola macrocarpa,274834-1,Crassulaceae,Rhodiola,macrocarpa,,False,Rhodiola macrocarpa
NC_060529.1,genomic DNA,134013,Corybas cheesemanii,77176903-1,Orchidaceae,Corybas,cheesemanii,,False,Corybas cheesemanii
NC_060616.1,genomic DNA,155546,Rubus conduplicatus,735954-1,Rosaceae,Rubus,conduplicatus,,False,Rubus trianthus
NC_050861.1,genomic DNA,125271,Oxytropis nigrescens var. uniflora,179661-2,Fabaceae,Oxytropis,nigrescens,uniflora,False,Oxytropis arctobia
NC_050865.1,genomic DNA,154741,Cymbidium tracyanum,77110029-1,Orchidaceae,Cymbidium,tracyanum,,False,Cymbidium tracyanum
NC_050866.1,genomic DNA,158229,Calanthe tankervilleae,77214592-1,Orchidaceae,Calanthe,tankervilleae,,False,Phaius tancarvilleae
NC_050867.1,genomic DNA,156036,Calanthe lyroglossa,620940-1,Orchidaceae,Calanthe,lyroglossa,,False,Calanthe lyroglossa
NC_028147.1,genomic DNA,161430,Sobralia callosa,296355-2,Orchidaceae,Sobralia,callosa,,False,Sobralia callosa
NC_030709.1,genomic DNA,83190,Neottia acuminata,645278-1,Orchidaceae,Neottia,acuminata,,False,Neottia acuminata
NC_030721.1,genomic DNA,117753,Erodium reichardii,372405-1,Geraniaceae,Erodium,reichardii,,False,Erodium reichardii
NC_029370.1,genomic DNA,153448,Lavandula angustifolia,449008-1,Lamiaceae,Lavandula,angustifolia,,True,Lavandula angustifolia
NC_034863.1,genomic DNA,151823,Linochilus revolutus,77203500-1,Asteraceae,Linochilus,revolutus,,False,Diplostephium revolutum
NC_034865.1,genomic DNA,152027,Linochilus rupestris,77203505-1,Asteraceae,Linochilus,rupestris,,False,Diplostephium rupestre
NC_034866.1,genomic DNA,151965,Blakiella bartsiifolia,33463-2,Asteraceae,Blakiella,bartsiifolia,,False,Blakiella bartsiifolia
NC_034867.1,genomic DNA,152144,Diplostephium gnidioides,81811-2,Asteraceae,Diplostephium,gnidioides,,False,Diplostephium gnidioides
NC_034868.1,genomic DNA,152360,Baccharis tricuneata,183814-1,Asteraceae,Baccharis,tricuneata,,False,Baccharis tricuneata
NC_034869.1,genomic DNA,152554,Diplostephium cinereum,81780-2,Asteraceae,Diplostephium,cinereum,,False,Diplostephium cinereum
NC_053312.1,genomic DNA,150839,Passiflora mucronata,675235-1,Passifloraceae,Passiflora,mucronata,,False,Passiflora mucronata
NC_053330.1,genomic DNA,153698,Braya fengii,60468197-2,Brassicaceae,Braya,fengii,,False,Braya fengii
NC_053356.1,genomic DNA,162215,Hippeastrum striatum,122839-2,Amaryllidaceae,Hippeastrum,striatum,,False,Hippeastrum rutilum
NC_053263.1,genomic DNA,161367,Calligonum litwinowii,693356-1,Polygonaceae,Calligonum,litwinowii,,False,Calligonum roborowskii
NC_053251.1,genomic DNA,151984,Mikania cordata,160848-2,Asteraceae,Mikania,cordata,,False,Mikania cordata
NC_057163.1,genomic DNA,158392,Viburnum dilatatum,927323-1,Viburnaceae,Viburnum,dilatatum,,False,Viburnum dilatatum
NC_057164.1,genomic DNA,158209,Zephyranthes candida,67201-1,Amaryllidaceae,Zephyranthes,candida,,False,Zephyranthes candida
NC_057165.1,genomic DNA,153754,Pittosporum tobira,684716-1,Pittosporaceae,Pittosporum,tobira,,False,Pittosporum tobira
NC_057166.1,genomic DNA,161335,Vitis davidii,51026330-1,Vitaceae,Vitis,davidii,,False,Vitis davidii
NC_057171.1,genomic DNA,151360,Aldama discolor,77115573-1,Asteraceae,Aldama,discolor,,False,Aldama discolor
NC_046835.1,genomic DNA,151696,Lavandula dentata,449031-1,Lamiaceae,Lavandula,dentata,,False,Lavandula dentata
NC_049078.1,genomic DNA,155132,Scyphiphora hydrophylacea,73566-3,Rubiaceae,Scyphiphora,hydrophylacea,,False,Scyphiphora hydrophyllacea
NC_049080.1,genomic DNA,158451,Pterocarpus marsupium,516505-1,Fabaceae,Pterocarpus,marsupium,,False,Pterocarpus marsupium
NC_049082.1,genomic DNA,158107,Pterocarpus indicus,516487-1,Fabaceae,Pterocarpus,indicus,,True,Pterocarpus indicus
NC_049083.1,genomic DNA,157992,Pterocarpus macrocarpus,516502-1,Fabaceae,Pterocarpus,macrocarpus,,False,Pterocarpus macrocarpus
NC_049576.1,genomic DNA,153968,Aurinia corymbosa,278807-1,Brassicaceae,Aurinia,corymbosa,,False,Aurinia corymbosa
NC_049590.1,genomic DNA,155067,Arabidella trisecta,277935-1,Brassicaceae,Arabidella,trisecta,,False,Arabidella trisecta
NC_049597.1,genomic DNA,155011,Boechera puberula,1015828-2,Brassicaceae,Boechera,puberula,,False,Boechera puberula
NC_049622.1,genomic DNA,156666,Chorispora tenella,281254-1,Brassicaceae,Chorispora,tenella,,False,Chorispora tenella
NC_049630.1,genomic DNA,154936,Delpinophytum patagonicum,77564-2,Brassicaceae,Delpinophytum,patagonicum,,False,Delpinophytum patagonicum
NC_049641.1,genomic DNA,153485,Guiraoa arvensis,284545-1,Brassicaceae,Guiraoa,arvensis,,False,Guiraoa arvensis
NC_049656.1,genomic DNA,154925,Iodanthus pinnatifidus,285696-1,Brassicaceae,Iodanthus,pinnatifidus,,False,Iodanthus pinnatifidus
NC_049898.1,genomic DNA,160453,Aspidopterys tomentosa var. tomentosa,77228654-1,Malpighiaceae,Aspidopterys,tomentosa,tomentosa,False,Aspidopterys obcordata
NC_026772.1,genomic DNA,178131,Cypripedium formosanum,625746-1,Orchidaceae,Cypripedium,formosanum,,False,Cypripedium formosanum
NC_026773.1,genomic DNA,155643,Goodyera fumata,636113-1,Orchidaceae,Goodyera,fumata,,False,Goodyera fumata
NC_026790.1,genomic DNA,160921,Quercus aliena,359340-1,Fagaceae,Quercus,aliena,,True,Quercus aliena
NC_060559.1,genomic DNA,156983,Deutzia pilosa,790884-1,Hydrangeaceae,Deutzia,pilosa,,False,Deutzia pilosa
NC_060404.1,genomic DNA,160344,Aristolochia delavayi,92885-1,Aristolochiaceae,Aristolochia,delavayi,,False,Aristolochia delavayi
NC_060572.1,genomic DNA,149940,Cymbidium qiubeiense,625139-1,Orchidaceae,Cymbidium,qiubeiense,,False,Cymbidium qiubeiense
NC_050868.1,genomic DNA,157918,Calanthe obcordata,77214575-1,Orchidaceae,Calanthe,obcordata,,False,Cephalantheropsis obcordata
NC_050869.1,genomic DNA,158215,Calanthe rubens,621023-1,Orchidaceae,Calanthe,rubens,,False,Calanthe rubens
NC_050870.1,genomic DNA,156329,Paphiopedilum barbigerum,649718-1,Orchidaceae,Paphiopedilum,barbigerum,,False,Paphiopedilum barbigerum
NC_050873.1,genomic DNA,162084,Anemone taipaiensis,708664-1,Ranunculaceae,Anemone,taipaiensis,,False,Anemone taipaiensis
NC_028149.1,genomic DNA,151157,Phragmipedium longifolium,194361-2,Orchidaceae,Phragmipedium,longifolium,,False,Phragmipedium longifolium
NC_029895.1,genomic DNA,138504,Distichlis spicata,82343-2,Poaceae,Distichlis,spicata,,False,Distichlis spicata
NC_026787.1,genomic DNA,152069,Lilium superbum,537809-1,Liliaceae,Lilium,superbum,,True,Lilium superbum
NC_034870.1,genomic DNA,151982,Diplostephium ericoides,81792-2,Asteraceae,Diplostephium,ericoides,,False,Diplostephium ericoides
NC_034872.1,genomic DNA,152070,Diplostephium cajamarquillense,81770-2,Asteraceae,Diplostephium,cajamarquillense,,False,Diplostephium cajamarquillense
NC_034873.1,genomic DNA,152172,Linochilus phylicoides,77203497-1,Asteraceae,Linochilus,phylicoides,,False,Diplostephium phylicoides
NC_034874.1,genomic DNA,151802,Linochilus eriophorus,77203473-1,Asteraceae,Linochilus,eriophorus,,False,Diplostephium eriophorum
NC_034875.1,genomic DNA,152229,Linochilus glutinosus,77203477-1,Asteraceae,Linochilus,glutinosus,,False,Diplostephium glutinosum
NC_034876.1,genomic DNA,152027,Linochilus antioquensis,77203459-1,Asteraceae,Linochilus,antioquensis,,False,Diplostephium antioquense
NC_034877.1,genomic DNA,151899,Laennecia sophiifolia,947840-1,Asteraceae,Laennecia,sophiifolia,,False,Laennecia sophiifolia
NC_053258.1,genomic DNA,157088,Acer miyabei subsp. miaotaiense,60470270-2,Sapindaceae,Acer,miyabei,miaotaiense,False,Acer yangjuechi
NC_067968.1,genomic DNA,160804,Persicaria senticosa,695153-1,Polygonaceae,Persicaria,senticosa,,False,Persicaria senticosa
NC_067975.1,genomic DNA,155138,Valeriana jatamansi,60458931-2,Caprifoliaceae,Valeriana,jatamansi,,True,Valeriana jatamansi
NC_067976.1,genomic DNA,152837,Phoebe hui,468369-1,Lauraceae,Phoebe,hui,,False,Phoebe hui
NC_067977.1,genomic DNA,162914,Datisca cannabina,316093-1,Datiscaceae,Datisca,cannabina,,False,Datisca cannabina
NC_039414.1,genomic DNA,155422,Solanum polhillii,77112328-1,Solanaceae,Solanum,polhillii,,False,Solanum polhillii
NC_039416.1,genomic DNA,155586,Solanum agnewiorum,77107913-1,Solanaceae,Solanum,agnewiorum,,False,Solanum agnewiorum
NC_039417.1,genomic DNA,155269,Solanum lanzae,982524-1,Solanaceae,Solanum,lanzae,,False,Solanum lanzae
NC_039418.1,genomic DNA,171642,Ormosia hosiei,510726-1,Fabaceae,Ormosia,hosiei,,False,Ormosia hosiei
NC_057172.1,genomic DNA,151312,Aldama excelsa,77115577-1,Asteraceae,Aldama,excelsa,,False,Aldama excelsa
NC_057173.1,genomic DNA,151376,Aldama revoluta,77115701-1,Asteraceae,Aldama,revoluta,,False,Aldama revoluta
NC_057175.1,genomic DNA,151322,Aldama rubra,77115704-1,Asteraceae,Aldama,rubra,,False,Aldama rubra
NC_057176.1,genomic DNA,151362,Aldama santacatarinensis,77115706-1,Asteraceae,Aldama,santacatarinensis,,False,Aldama santacatarinensis
NC_057177.1,genomic DNA,151399,Aldama squalida,77115710-1,Asteraceae,Aldama,squalida,,False,Aldama squalida
NC_057178.1,genomic DNA,151372,Aldama tenuifolia,77115714-1,Asteraceae,Aldama,tenuifolia,,False,Aldama tenuifolia
NC_057179.1,genomic DNA,151323,Aldama tuberosa,77115718-1,Asteraceae,Aldama,tuberosa,,False,Aldama tuberosa
NC_057181.1,genomic DNA,151331,Aldama veredensis,77115720-1,Asteraceae,Aldama,veredensis,,False,Aldama veredensis
NC_046836.1,genomic DNA,148930,Lespedeza bicolor,502415-1,Fabaceae,Lespedeza,bicolor,,False,Lespedeza bicolor
NC_046837.1,genomic DNA,160204,Rhus typhina,70939-1,Anacardiaceae,Rhus,typhina,,False,Rhus typhina
NC_046838.1,genomic DNA,150980,Salvia hispanica,456385-1,Lamiaceae,Salvia,hispanica,,True,Salvia hispanica
NC_046841.1,genomic DNA,155856,Rauvolfia verticillata,81667-1,Apocynaceae,Rauvolfia,verticillata,,True,Rauvolfia verticillata
NC_046842.1,genomic DNA,152279,Dipterocarpus turbinatus,320776-1,Dipterocarpaceae,Dipterocarpus,turbinatus,,False,Dipterocarpus turbinatus
NC_046844.1,genomic DNA,160176,Casimiroa edulis,771774-1,Rutaceae,Casimiroa,edulis,,False,Casimiroa edulis
NC_049084.1,genomic DNA,158966,Pterocarpus santalinus,516570-1,Fabaceae,Pterocarpus,santalinus,,True,Pterocarpus santalinus
NC_049086.1,genomic DNA,162123,Oroxylum indicum,110175-1,Bignoniaceae,Oroxylum,indicum,,False,Oroxylum indicum
NC_049090.1,genomic DNA,156517,Syringa villosa subsp. wolfii,77088046-1,Oleaceae,Syringa,villosa,wolfii,False,Syringa wolfii
NC_049620.1,genomic DNA,155009,Cardamine quinquefolia,60447657-2,Brassicaceae,Cardamine,quinquefolia,,False,Cardamine quinquefolia
NC_050878.1,genomic DNA,153281,Meconopsis punicea,673333-1,Papaveraceae,Meconopsis,punicea,,False,Meconopsis punicea
NC_050881.1,genomic DNA,151912,Rhodiola crenulata,274793-1,Crassulaceae,Rhodiola,crenulata,,False,Rhodiola crenulata
NC_028170.1,genomic DNA,153407,Eutrema salsugineum,60440808-2,Brassicaceae,Eutrema,salsugineum,,False,Eutrema salsugineum
NC_027073.1,genomic DNA,123895,Lathyrus davidii,501666-1,Fabaceae,Lathyrus,davidii,,False,Lathyrus davidii
NC_034878.1,genomic DNA,152247,Linochilus lacunosus,77203486-1,Asteraceae,Linochilus,lacunosus,,False,Diplostephium lacunosum
NC_034879.1,genomic DNA,152048,Linochilus rosmarinifolius,230916-1,Asteraceae,Linochilus,rosmarinifolius,,False,Diplostephium costaricense
NC_034881.1,genomic DNA,151665,Diplostephium crypteriophyllum,81787-2,Asteraceae,Diplostephium,crypteriophyllum,,False,Diplostephium crypteriophyllum
NC_034883.1,genomic DNA,152260,Diplostephium foliosissimum,81802-2,Asteraceae,Diplostephium,foliosissimum,,False,Diplostephium foliosissimum
NC_034884.1,genomic DNA,150711,Hinterhubera ericoides,224860-1,Asteraceae,Hinterhubera,ericoides,,False,Hinterhubera ericoides
NC_034885.1,genomic DNA,152275,Linochilus romeroi,77203504-1,Asteraceae,Linochilus,romeroi,,False,Diplostephium romeroi
NC_034886.1,genomic DNA,151206,Linochilus cayambensis,77203463-1,Asteraceae,Linochilus,cayambensis,,False,Diplostephium cayambense
NC_067978.1,genomic DNA,155656,Lycium dasystemum,816409-1,Solanaceae,Lycium,dasystemum,,False,Lycium dasystemum
NC_067979.1,genomic DNA,131540,Telfairia occidentalis,294054-1,Cucurbitaceae,Telfairia,occidentalis,,False,Telfairia occidentalis
NC_067980.1,genomic DNA,150921,Helianthus porteri,1000702-1,Asteraceae,Helianthus,porteri,,False,Helianthus porteri
NC_067982.1,genomic DNA,159122,Coelogyne chinensis,623804-1,Orchidaceae,Coelogyne,chinensis,,False,Coelogyne chinensis
NC_067983.1,genomic DNA,159353,Coelogyne leveilleana,77196197-1,Orchidaceae,Coelogyne,leveilleana,,False,Coelogyne leveilleana
NC_067985.1,genomic DNA,159078,Coelogyne niana,77196203-1,Orchidaceae,Coelogyne,niana,,False,Coelogyne niana
NC_067986.1,genomic DNA,159171,Coelogyne pallida,623980-1,Orchidaceae,Coelogyne,pallida,,False,Coelogyne pallida
NC_067988.1,genomic DNA,159418,Coelogyne ventricosa,624098-1,Orchidaceae,Coelogyne,ventricosa,,False,Coelogyne ventricosa
NC_039424.1,genomic DNA,159531,Philydrum lanuginosum,676146-1,Philydraceae,Philydrum,lanuginosum,,False,Philydrum lanuginosum
NC_039425.1,genomic DNA,152601,Paeonia decomposita,711765-1,Paeoniaceae,Paeonia,decomposita,,False,Paeonia decomposita
NC_057182.1,genomic DNA,151221,Aldama vernonioides,77115721-1,Asteraceae,Aldama,vernonioides,,False,Aldama vernonioides
